abilities;against_bug;against_dark;against_dragon;against_electric;against_fairy;against_fight;against_fire;against_flying;against_ghost;against_grass;against_ground;against_ice;against_normal;against_poison;against_psychic;against_rock;against_steel;against_water;attack;base_egg_steps;base_happiness;base_total;capture_rate;defense;experience_growth;height_m;hp;name;percentage_male;pokedex_number;sp_attack;sp_defense;speed;type1;type2;weight_kg;generation;is_legendary
['Unaware', 'Klutz', 'Simple'];1;2;1;2;1;25;1;1;2;5;0;2;1;1;5;2;1;1;45;3840;70;323;190;43;1000000;4;65;Woobat;50;527;55;43;72;psychic;flying;21;5;0
['Unaware', 'Klutz', 'Simple'];1;2;1;2;1;25;1;1;2;5;0;2;1;1;5;2;1;1;57;3840;70;425;45;55;1000000;9;67;Swoobat;50;528;77;55;114;psychic;flying;105;5;0
['Sand Rush', 'Sand Force', 'Mold Breaker'];1;1;1;0;1;1;1;1;1;2;1;2;1;5;1;5;1;2;85;5120;70;328;120;40;1000000;3;60;Drilbur;50;529;30;45;68;ground;;85;5;0
['Sand Rush', 'Sand Force', 'Mold Breaker'];5;1;5;0;5;2;2;5;1;1;2;1;5;0;5;25;5;2;135;5120;70;508;60;60;1000000;7;110;Excadrill;50;530;50;65;88;ground;steel;404;5;0
['Healer', 'Regenerator', 'Klutz'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;60;5120;70;545;255;126;800000;11;103;Audino;50;531;80;126;50;normal;;310;5;0
['Guts', 'Sheer Force', 'Iron Fist'];5;5;1;1;2;1;1;2;1;1;1;1;1;1;2;5;1;1;80;5120;70;305;180;55;1059860;6;75;Timburr;754;532;25;35;35;fighting;;125;5;0
['Guts', 'Sheer Force', 'Iron Fist'];5;5;1;1;2;1;1;2;1;1;1;1;1;1;2;5;1;1;105;5120;70;405;90;85;1059860;12;85;Gurdurr;754;533;40;50;40;fighting;;400;5;0
['Guts', 'Sheer Force', 'Iron Fist'];5;5;1;1;2;1;1;2;1;1;1;1;1;1;2;5;1;1;140;5120;70;505;45;95;1059860;14;105;Conkeldurr;754;534;55;65;45;fighting;;870;5;0
['Swift Swim', 'Hydration', 'Water Absorb'];1;1;1;2;1;1;5;1;1;2;1;5;1;1;1;1;5;5;50;5120;70;294;255;40;1059860;5;50;Tympole;50;535;50;40;64;water;;45;5;0
['Swift Swim', 'Hydration', 'Water Absorb'];1;1;1;0;1;1;5;1;1;4;1;1;1;5;1;5;5;1;65;5120;70;384;120;55;1059860;8;75;Palpitoad;50;536;65;55;69;water;ground;170;5;0
['Swift Swim', 'Poison Touch', 'Water Absorb'];1;1;1;0;1;1;5;1;1;4;1;1;1;5;1;5;5;1;95;5120;70;509;45;75;1059860;15;105;Seismitoad;50;537;85;75;74;water;ground;620;5;0
['Guts', 'Inner Focus', 'Mold Breaker'];5;5;1;1;2;1;1;2;1;1;1;1;1;1;2;5;1;1;100;5120;70;465;45;85;1000000;13;120;Throh;100;538;30;85;45;fighting;;555;5;0
['Sturdy', 'Inner Focus', 'Mold Breaker'];5;5;1;1;2;1;1;2;1;1;1;1;1;1;2;5;1;1;125;5120;70;465;45;75;1000000;14;75;Sawk;100;539;30;75;85;fighting;;510;5;0
['Swarm', 'Chlorophyll', 'Overcoat'];2;1;1;5;1;5;4;4;1;25;25;2;1;2;1;2;1;5;53;3840;70;310;255;70;1059860;3;45;Sewaddle;50;540;40;60;42;bug;grass;25;5;0
['Leaf Guard', 'Chlorophyll', 'Overcoat'];2;1;1;5;1;5;4;4;1;25;25;2;1;2;1;2;1;5;63;3840;70;380;120;90;1059860;5;55;Swadloon;50;541;50;80;42;bug;grass;73;5;0
['Swarm', 'Chlorophyll', 'Overcoat'];2;1;1;5;1;5;4;4;1;25;25;2;1;2;1;2;1;5;103;3840;70;500;45;80;1059860;12;75;Leavanny;50;542;70;80;92;bug;grass;205;5;0
['Poison Point', 'Swarm', 'Speed Boost'];5;1;1;1;5;25;2;2;1;25;1;1;1;5;2;2;1;1;45;3840;70;260;255;59;1059860;4;30;Venipede;50;543;30;39;57;bug;poison;53;5;0
['Poison Point', 'Swarm', 'Speed Boost'];5;1;1;1;5;25;2;2;1;25;1;1;1;5;2;2;1;1;55;3840;70;360;120;99;1059860;12;40;Whirlipede;50;544;40;79;47;bug;poison;585;5;0
['Poison Point', 'Swarm', 'Speed Boost'];5;1;1;1;5;25;2;2;1;25;1;1;1;5;2;2;1;1;100;5120;70;485;45;89;1059860;25;60;Scolipede;50;545;55;69;112;bug;poison;2005;5;0
['Prankster', 'Infiltrator', 'Chlorophyll'];1;5;0;5;1;5;2;2;1;5;5;2;1;4;1;1;2;5;27;5120;70;280;190;60;1000000;3;40;Cottonee;50;546;37;50;66;grass;fairy;6;5;0
['Prankster', 'Infiltrator', 'Chlorophyll'];1;5;0;5;1;5;2;2;1;5;5;2;1;4;1;1;2;5;67;5120;70;480;75;85;1000000;7;60;Whimsicott;50;547;77;75;116;grass;fairy;66;5;0
['Chlorophyll', 'Own Tempo', 'Leaf Guard'];2;1;1;5;1;1;2;2;1;5;5;2;1;2;1;1;1;5;35;5120;70;280;190;50;1000000;5;45;Petilil;0;548;70;50;30;grass;;66;5;0
['Chlorophyll', 'Own Tempo', 'Leaf Guard'];2;1;1;5;1;1;2;2;1;5;5;2;1;2;1;1;1;5;60;5120;70;480;75;75;1000000;11;70;Lilligant;0;549;110;75;90;grass;;163;5;0
['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker'];1;1;1;2;1;1;5;1;1;2;1;5;1;1;1;1;5;5;92;10240;70;460;25;65;1000000;10;70;Basculin;50;550;80;55;98;water;;180;5;0
['Intimidate', 'Moxie', 'Anger Point'];2;5;1;0;2;2;1;1;5;2;1;2;1;5;0;5;1;2;72;5120;70;292;180;35;1059860;7;50;Sandile;50;551;35;35;65;ground;dark;152;5;0
['Intimidate', 'Moxie', 'Anger Point'];2;5;1;0;2;2;1;1;5;2;1;2;1;5;0;5;1;2;82;5120;70;351;90;45;1059860;10;60;Krokorok;50;552;45;45;74;ground;dark;334;5;0
['Intimidate', 'Moxie', 'Anger Point'];2;5;1;0;2;2;1;1;5;2;1;2;1;5;0;5;1;2;117;5120;70;519;45;80;1059860;15;95;Krookodile;50;553;65;70;92;ground;dark;963;5;0
['Hustle', 'Inner Focus'];5;1;1;1;5;1;5;1;1;5;2;5;1;1;1;2;5;2;90;5120;70;315;120;45;1059860;6;70;Darumaka;50;554;15;45;50;fire;;375;5;0
['Sheer Force', 'Zen Mode'];5;1;1;1;5;1;5;1;1;5;2;5;1;1;1;2;5;2;30;5120;70;540;60;105;1059860;13;105;Darmanitan;50;555;140;105;55;fire;fire;929;5;0
['Water Absorb', 'Chlorophyll', 'Storm Drain'];2;1;1;5;1;1;2;2;1;5;5;2;1;2;1;1;1;5;86;5120;70;461;255;67;1000000;10;75;Maractus;50;556;106;67;60;grass;;280;5;0
['Sturdy', 'Shell Armor', 'Weak Armor'];1;1;1;1;1;1;1;1;1;1;1;1;5;5;1;2;2;2;65;5120;70;325;190;85;1000000;3;50;Dwebble;50;557;35;35;55;bug;rock;145;5;0
['Sturdy', 'Shell Armor', 'Weak Armor'];1;1;1;1;1;1;1;1;1;1;1;1;5;5;1;2;2;2;105;5120;70;485;75;125;1000000;14;70;Crustle;50;558;65;75;45;bug;rock;2000;5;0
['Shed Skin', 'Moxie', 'Intimidate'];1;25;1;1;4;2;1;2;5;1;1;1;1;1;0;5;1;1;75;3840;35;348;180;70;1000000;6;50;Scraggy;50;559;35;70;48;dark;fighting;118;5;0
['Shed Skin', 'Moxie', 'Intimidate'];1;25;1;1;4;2;1;2;5;1;1;1;1;1;0;5;1;1;90;3840;70;488;90;115;1000000;11;65;Scrafty;50;560;45;115;58;dark;fighting;300;5;0
['Wonder Skin ', 'Magic Guard', 'Tinted Lens'];1;2;1;2;1;25;1;1;2;5;0;2;1;1;5;2;1;1;58;5120;70;490;45;80;1000000;14;72;Sigilyph;50;561;103;80;97;psychic;flying;140;5;0
['Mummy'];5;2;1;1;1;0;1;1;2;1;1;1;0;5;1;1;1;1;30;6400;70;303;190;85;1000000;5;38;Yamask;50;562;55;65;30;ghost;;15;5;0
['Mummy'];5;2;1;1;1;0;1;1;2;1;1;1;0;5;1;1;1;1;50;6400;70;483;90;145;1000000;17;58;Cofagrigus;50;563;95;105;30;ghost;;765;5;0
['Solid Rock', 'Sturdy', 'Swift Swim'];1;1;1;2;1;2;25;5;1;4;2;5;5;5;1;1;1;1;78;7680;70;355;45;103;1000000;7;54;Tirtouga;881;564;53;45;22;water;rock;165;5;0
['Solid Rock', 'Sturdy', 'Swift Swim'];1;1;1;2;1;2;25;5;1;4;2;5;5;5;1;1;1;1;108;7680;70;495;45;133;1000000;12;74;Carracosta;881;565;83;65;32;water;rock;810;5;0
['Defeatist'];5;1;1;2;1;1;5;5;1;1;0;2;5;5;1;2;2;2;112;7680;70;401;45;45;1000000;5;55;Archen;881;566;74;45;70;rock;flying;95;5;0
['Defeatist'];5;1;1;2;1;1;5;5;1;1;0;2;5;5;1;2;2;2;140;7680;70;567;45;65;1000000;14;75;Archeops;881;567;112;65;110;rock;flying;320;5;0
['Stench', 'Sticky Hold', 'Aftermath'];5;1;1;1;5;5;1;1;1;5;2;1;1;5;2;1;1;1;50;5120;70;329;190;62;1000000;6;50;Trubbish;50;568;40;62;65;poison;;310;5;0
['Stench', 'Weak Armor', 'Aftermath'];5;1;1;1;5;5;1;1;1;5;2;1;1;5;2;1;1;1;95;5120;70;474;60;82;1000000;19;80;Garbodor;50;569;60;82;75;poison;;1073;5;0
['Illusion'];2;5;1;1;2;2;1;1;5;1;1;1;1;1;0;1;1;1;65;6400;70;330;75;40;1059860;7;40;Zorua;881;570;80;40;65;dark;;125;5;0
['Illusion'];2;5;1;1;2;2;1;1;5;1;1;1;1;1;0;1;1;1;105;5120;70;510;45;60;1059860;16;60;Zoroark;881;571;120;60;105;dark;;811;5;0
['Cute Charm', 'Technician', 'Skill Link'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;50;3840;70;300;255;40;800000;4;55;Minccino;246;572;40;40;75;normal;;58;5;0
['Cute Charm', 'Technician', 'Skill Link'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;95;3840;70;470;60;60;800000;5;75;Cinccino;246;573;65;60;115;normal;;75;5;0
['Frisk', 'Competitive', 'Shadow Tag'];2;2;1;1;1;5;1;1;2;1;1;1;1;1;5;1;1;1;30;5120;70;290;200;50;1059860;4;45;Gothita;246;574;55;65;45;psychic;;58;5;0
['Frisk', 'Competitive', 'Shadow Tag'];2;2;1;1;1;5;1;1;2;1;1;1;1;1;5;1;1;1;45;5120;70;390;100;70;1059860;7;60;Gothorita;246;575;75;85;55;psychic;;180;5;0
['Frisk', 'Competitive', 'Shadow Tag'];2;2;1;1;1;5;1;1;2;1;1;1;1;1;5;1;1;1;55;5120;70;490;50;95;1059860;15;70;Gothitelle;246;576;95;110;65;psychic;;440;5;0
['Overcoat', 'Magic Guard', 'Regenerator'];2;2;1;1;1;5;1;1;2;1;1;1;1;1;5;1;1;1;30;5120;70;290;200;40;1059860;3;45;Solosis;50;577;105;50;20;psychic;;10;5;0
['Overcoat', 'Magic Guard', 'Regenerator'];2;2;1;1;1;5;1;1;2;1;1;1;1;1;5;1;1;1;40;5120;70;370;100;50;1059860;6;65;Duosion;50;578;125;60;30;psychic;;80;5;0
['Overcoat', 'Magic Guard', 'Regenerator'];2;2;1;1;1;5;1;1;2;1;1;1;1;1;5;1;1;1;65;5120;70;490;50;75;1059860;10;110;Reuniclus;50;579;125;85;30;psychic;;201;5;0
['Keen Eye', 'Big Pecks', 'Hydration'];5;1;1;4;1;5;5;1;1;1;0;1;1;1;1;2;5;5;44;5120;70;305;190;50;1000000;5;62;Ducklett;50;580;44;50;55;water;flying;55;5;0
['Keen Eye', 'Big Pecks', 'Hydration'];5;1;1;4;1;5;5;1;1;1;0;1;1;1;1;2;5;5;87;5120;70;473;45;63;1000000;13;75;Swanna;50;581;87;63;98;water;flying;242;5;0
['Ice Body', 'Snow Cloak', 'Weak Armor'];1;1;1;1;1;2;2;1;1;1;1;5;1;1;1;2;2;1;50;5120;70;305;255;50;1250000;4;36;Vanillite;50;582;65;60;44;ice;;57;5;0
['Ice Body', 'Snow Cloak', 'Weak Armor'];1;1;1;1;1;2;2;1;1;1;1;5;1;1;1;2;2;1;65;5120;70;395;120;65;1250000;11;51;Vanillish;50;583;80;75;59;ice;;410;5;0
['Ice Body', 'Snow Warning', 'Weak Armor'];1;1;1;1;1;2;2;1;1;1;1;5;1;1;1;2;2;1;95;5120;70;535;45;85;1250000;13;71;Vanilluxe;50;584;110;95;79;ice;;575;5;0
['Chlorophyll', 'Sap Sipper', 'Serene Grace'];2;1;1;5;1;2;2;2;0;5;5;2;1;2;1;1;1;5;60;5120;70;335;190;50;1000000;6;60;Deerling;50;585;40;50;75;normal;grass;195;5;0
['Chlorophyll', 'Sap Sipper', 'Serene Grace'];2;1;1;5;1;2;2;2;0;5;5;2;1;2;1;1;1;5;100;5120;70;475;75;70;1000000;19;80;Sawsbuck;50;586;60;70;95;normal;grass;925;5;0
['Static', 'Motor Drive'];5;1;1;1;1;5;1;5;1;5;0;2;1;1;1;2;5;1;75;5120;70;428;200;60;1000000;4;55;Emolga;50;587;75;60;103;electric;flying;50;5;0
['Swarm', 'Shed Skin', 'No Guard'];1;1;1;1;1;5;2;2;1;5;5;1;1;1;1;2;1;1;75;3840;70;315;200;45;1000000;5;50;Karrablast;50;588;40;45;60;bug;;59;5;0
['Swarm', 'Shell Armor', 'Overcoat'];5;1;5;1;5;1;4;1;1;25;1;5;5;0;5;1;5;1;135;3840;70;495;75;105;1000000;10;70;Escavalier;50;589;60;105;20;bug;steel;330;5;0
['Effect Spore', 'Regenerator'];1;1;1;5;5;5;2;2;1;25;1;2;1;1;2;1;1;5;55;5120;70;294;190;45;1000000;2;69;Foongus;50;590;55;55;15;grass;poison;10;5;0
['Effect Spore', 'Regenerator'];1;1;1;5;5;5;2;2;1;25;1;2;1;1;2;1;1;5;85;5120;70;464;75;70;1000000;6;114;Amoonguss;50;591;85;80;30;grass;poison;105;5;0
['Water Absorb', 'Cursed Body', 'Damp'];5;2;1;2;1;0;5;1;2;2;1;5;0;5;1;1;5;5;40;5120;70;335;190;50;1000000;12;55;Frillish;50;592;65;85;40;water;ghost;330;5;0
['Water Absorb', 'Cursed Body', 'Damp'];5;2;1;2;1;0;5;1;2;2;1;5;0;5;1;1;5;5;60;5120;70;480;60;70;1000000;22;100;Jellicent;50;593;85;105;60;water;ghost;1350;5;0
['Healer', 'Hydration', 'Regenerator'];1;1;1;2;1;1;5;1;1;2;1;5;1;1;1;1;5;5;75;10240;70;470;75;80;800000;12;165;Alomomola;50;594;40;45;65;water;;316;5;0
['Compoundeyes', 'Unnerve', 'Swarm'];1;1;1;5;1;5;2;1;1;5;1;1;1;1;1;2;5;1;47;5120;70;319;190;50;1000000;1;50;Joltik;50;595;57;50;65;bug;electric;6;5;0
['Compoundeyes', 'Unnerve', 'Swarm'];1;1;1;5;1;5;2;1;1;5;1;1;1;1;1;2;5;1;77;5120;70;472;75;60;1000000;8;70;Galvantula;50;596;97;60;108;bug;electric;143;5;0
['Iron Barbs'];1;1;5;5;5;2;4;1;1;25;1;1;5;0;5;5;5;5;50;5120;70;305;255;91;1000000;6;44;Ferroseed;50;597;24;86;10;grass;steel;188;5;0
['Iron Barbs', 'Anticipation'];1;1;5;5;5;2;4;1;1;25;1;1;5;0;5;5;5;5;94;5120;70;489;90;131;1000000;10;74;Ferrothorn;50;598;54;116;20;grass;steel;1100;5;0
['Plus', 'Minus', 'Clear Body'];5;1;5;1;5;2;2;5;1;5;2;5;5;0;5;5;5;1;55;5120;70;300;130;70;1059860;3;40;Klink;;599;45;60;30;steel;;210;5;0
['Plus', 'Minus', 'Clear Body'];5;1;5;1;5;2;2;5;1;5;2;5;5;0;5;5;5;1;80;5120;70;440;60;95;1059860;6;60;Klang;;600;70;85;50;steel;;510;5;0
['Plus', 'Minus', 'Clear Body'];5;1;5;1;5;2;2;5;1;5;2;5;5;0;5;5;5;1;100;5120;70;520;30;115;1059860;6;60;Klinklang;;601;70;85;90;steel;;810;5;0
['Levitate'];1;1;1;5;1;1;1;5;1;1;2;1;1;1;1;1;5;1;55;5120;70;275;190;40;1250000;2;35;Tynamo;50;602;45;40;60;electric;;3;5;0
['Levitate'];1;1;1;5;1;1;1;5;1;1;2;1;1;1;1;1;5;1;85;5120;70;405;60;70;1250000;12;65;Eelektrik;50;603;75;70;40;electric;;220;5;0
['Levitate'];1;1;1;5;1;1;1;5;1;1;2;1;1;1;1;1;5;1;115;5120;70;515;30;80;1250000;21;85;Eelektross;50;604;105;80;50;electric;;805;5;0
['Telepathy', 'Synchronize', 'Analytic'];2;2;1;1;1;5;1;1;2;1;1;1;1;1;5;1;1;1;55;5120;70;335;255;55;1000000;5;55;Elgyem;50;605;85;55;30;psychic;;90;5;0
['Telepathy', 'Synchronize', 'Analytic'];2;2;1;1;1;5;1;1;2;1;1;1;1;1;5;1;1;1;75;5120;70;485;90;75;1000000;10;75;Beheeyem;50;606;125;95;40;psychic;;345;5;0
['Flash Fire', 'Flame Body', 'Infiltrator'];25;2;1;1;5;0;5;1;2;5;2;5;0;5;1;2;5;2;30;5120;70;275;190;55;1059860;3;50;Litwick;50;607;65;55;20;ghost;fire;31;5;0
['Flash Fire', 'Flame Body', 'Infiltrator'];25;2;1;1;5;0;5;1;2;5;2;5;0;5;1;2;5;2;40;5120;70;370;90;60;1059860;6;60;Lampent;50;608;95;60;55;ghost;fire;130;5;0
['Flash Fire', 'Flame Body', 'Infiltrator'];25;2;1;1;5;0;5;1;2;5;2;5;0;5;1;2;5;2;55;5120;70;520;45;90;1059860;10;60;Chandelure;50;609;145;90;80;ghost;fire;343;5;0
['Rivalry', 'Mold Breaker', 'Unnerve'];1;1;2;5;2;1;5;1;1;5;1;2;1;1;1;1;1;5;87;10240;35;320;75;60;1250000;6;46;Axew;50;610;30;40;57;dragon;;180;5;0
['Rivalry', 'Mold Breaker', 'Unnerve'];1;1;2;5;2;1;5;1;1;5;1;2;1;1;1;1;1;5;117;10240;35;410;60;70;1250000;10;66;Fraxure;50;611;40;50;67;dragon;;360;5;0
['Rivalry', 'Mold Breaker', 'Unnerve'];1;1;2;5;2;1;5;1;1;5;1;2;1;1;1;1;1;5;147;10240;35;540;45;90;1250000;18;76;Haxorus;50;612;60;70;97;dragon;;1055;5;0
['Snow Cloak', 'Slush Rush', 'Rattled'];1;1;1;1;1;2;2;1;1;1;1;5;1;1;1;2;2;1;70;5120;70;305;120;40;1000000;5;55;Cubchoo;50;613;60;40;40;ice;;85;5;0
['Snow Cloak', 'Slush Rush', 'Swift Swim'];1;1;1;1;1;2;2;1;1;1;1;5;1;1;1;2;2;1;130;5120;70;505;60;80;1000000;26;95;Beartic;50;614;70;80;50;ice;;2600;5;0
['Levitate'];1;1;1;1;1;2;2;1;1;1;1;5;1;1;1;2;2;1;50;6400;70;515;25;50;1000000;11;80;Cryogonal;;615;95;135;105;ice;;1480;5;0
['Hydration', 'Shell Armor', 'Overcoat'];1;1;1;1;1;5;2;2;1;5;5;1;1;1;1;2;1;1;40;3840;70;305;200;85;1000000;4;50;Shelmet;50;616;40;65;25;bug;;77;5;0
['Hydration', 'Sticky Hold', 'Unburden'];1;1;1;1;1;5;2;2;1;5;5;1;1;1;1;2;1;1;70;3840;70;495;75;40;1000000;8;80;Accelgor;50;617;100;60;145;bug;;253;5;0
['Static', 'Limber', 'Sand Veil'];1;1;1;0;1;1;1;5;1;2;2;2;1;5;1;5;5;2;66;5120;70;471;75;84;1000000;7;109;Stunfisk;50;618;81;99;32;ground;electric;110;5;0
['Inner Focus', 'Regenerator', 'Reckless'];5;5;1;1;2;1;1;2;1;1;1;1;1;1;2;5;1;1;85;6400;70;350;180;50;1059860;9;45;Mienfoo;50;619;55;50;65;fighting;;200;5;0
['Inner Focus', 'Regenerator', 'Reckless'];5;5;1;1;2;1;1;2;1;1;1;1;1;1;2;5;1;1;125;6400;70;510;45;60;1059860;14;65;Mienshao;50;620;95;60;105;fighting;;355;5;0
['Rough Skin', 'Sheer Force', 'Mold Breaker'];1;1;2;5;2;1;5;1;1;5;1;2;1;1;1;1;1;5;120;7680;70;485;45;90;1000000;16;77;Druddigon;50;621;60;90;48;dragon;;1390;5;0
['Iron Fist', 'Klutz', 'No Guard'];5;2;1;0;1;0;1;1;2;2;1;2;0;25;1;5;1;2;74;6400;70;303;190;50;1000000;10;59;Golett;;622;35;50;35;ground;ghost;920;5;0
['Iron Fist', 'Klutz', 'No Guard'];5;2;1;0;1;0;1;1;2;2;1;2;0;25;1;5;1;2;124;6400;70;483;90;80;1000000;28;89;Golurk;;623;55;80;55;ground;ghost;3300;5;0
['Defiant', 'Inner Focus', 'Pressure'];1;5;5;1;1;4;2;5;5;5;2;5;5;0;0;5;5;1;85;5120;35;340;120;70;1000000;5;45;Pawniard;50;624;40;40;60;dark;steel;102;5;0
['Defiant', 'Inner Focus', 'Pressure'];1;5;5;1;1;4;2;5;5;5;2;5;5;0;0;5;5;1;125;5120;35;490;45;100;1000000;16;65;Bisharp;50;625;60;70;70;dark;steel;700;5;0
['Reckless', 'Sap Sipper', 'Soundproof'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;110;5120;70;490;45;95;1000000;16;95;Bouffalant;50;626;40;95;55;normal;;946;5;0
['Keen Eye', 'Sheer Force', 'Hustle'];5;1;1;2;1;1;1;1;0;5;0;2;1;1;1;2;1;1;83;5120;70;350;190;50;1250000;5;70;Rufflet;100;627;37;50;60;normal;flying;105;5;0
['Keen Eye', 'Sheer Force', 'Defiant'];5;1;1;2;1;1;1;1;0;5;0;2;1;1;1;2;1;1;123;5120;70;510;60;75;1250000;15;100;Braviary;100;628;57;75;80;normal;flying;410;5;0
['Big Pecks', 'Overcoat', 'Weak Armor'];1;5;1;2;2;1;1;1;5;5;0;2;1;1;0;2;1;1;55;5120;35;370;190;75;1250000;5;70;Vullaby;0;629;45;65;60;dark;flying;90;5;0
['Big Pecks', 'Overcoat', 'Weak Armor'];1;5;1;2;2;1;1;1;5;5;0;2;1;1;0;2;1;1;65;5120;35;510;60;105;1250000;12;110;Mandibuzz;0;630;55;95;80;dark;flying;395;5;0
['Gluttony', 'Flash Fire', 'White Smoke'];5;1;1;1;5;1;5;1;1;5;2;5;1;1;1;2;5;2;97;5120;70;484;90;66;1000000;14;85;Heatmor;50;631;105;66;65;fire;;580;5;0
['Swarm', 'Hustle', 'Truant'];5;1;5;1;5;1;4;1;1;25;1;5;5;0;5;1;5;1;109;5120;70;484;90;112;1000000;3;58;Durant;50;632;48;48;109;bug;steel;330;5;0
['Hustle'];2;5;2;5;4;2;5;1;5;5;1;2;1;1;0;1;1;5;65;10240;35;300;45;50;1250000;8;52;Deino;50;633;45;50;38;dark;dragon;173;5;0
['Hustle'];2;5;2;5;4;2;5;1;5;5;1;2;1;1;0;1;1;5;85;10240;35;420;45;70;1250000;14;72;Zweilous;50;634;65;70;58;dark;dragon;500;5;0
['Levitate'];2;5;2;5;4;2;5;1;5;5;1;2;1;1;0;1;1;5;105;10240;35;600;45;90;1250000;18;92;Hydreigon;50;635;125;90;98;dark;dragon;1600;5;0
['Flame Body', 'Swarm'];5;1;1;1;5;5;1;2;1;25;1;5;1;1;1;4;5;2;85;10240;70;360;45;55;1250000;11;55;Larvesta;50;636;50;55;60;bug;fire;288;5;0
['Flame Body', 'Swarm'];5;1;1;1;5;5;1;2;1;25;1;5;1;1;1;4;5;2;60;10240;70;550;15;65;1250000;16;85;Volcarona;50;637;135;105;100;bug;fire;460;5;0
['Justified'];25;5;5;1;1;2;2;1;1;5;2;5;5;0;1;25;5;1;90;20480;35;580;3;129;1250000;21;91;Cobalion;;638;90;72;108;steel;fighting;2500;5;1
['Justified'];5;5;1;1;2;2;5;1;1;2;2;1;5;5;2;5;2;2;129;20480;35;580;3;90;1250000;19;91;Terrakion;;639;72;90;108;rock;fighting;2600;5;1
['Justified'];1;5;1;5;2;1;2;4;1;5;5;2;1;2;2;5;1;5;90;20480;35;580;3;72;1250000;20;91;Virizion;;640;90;129;108;grass;fighting;2000;5;1
['Prankster', 'Defiant', 'Regenerator'];5;1;1;2;1;5;1;1;1;5;0;2;1;1;1;2;1;1;100;30720;90;580;3;80;1250000;15;79;Tornadus;100;641;110;90;121;flying;;630;5;1
['Prankster', 'Defiant', 'Volt Absorb'];5;1;1;1;1;5;1;5;1;5;0;2;1;1;1;2;5;1;105;30720;90;580;3;70;1250000;15;79;Thundurus;100;642;145;80;101;electric;flying;610;5;1
['Turboblaze'];5;1;2;5;1;1;25;1;1;25;2;1;1;1;1;2;5;1;120;30720;0;680;3;100;1250000;32;100;Reshiram;;643;150;120;90;dragon;fire;3300;5;1
['Teravolt'];1;1;2;25;2;1;5;5;1;5;2;2;1;1;1;1;5;5;150;30720;0;680;3;120;1250000;29;100;Zekrom;;644;120;100;90;dragon;electric;3450;5;1
['Sand Force', 'Sheer Force', 'Intimidate'];5;1;1;0;1;5;1;1;1;1;0;4;1;5;1;1;1;2;145;30720;90;600;3;90;1250000;15;89;Landorus;100;645;105;80;91;ground;flying;680;5;1
['Pressure', 'Teravolt', 'Turboblaze'];1;1;2;5;2;2;1;1;1;5;1;1;1;1;1;2;2;5;120;30720;0;700;3;90;1250000;30;125;Kyurem;;646;170;100;95;dragon;ice;3250;5;1
['Justified'];5;5;1;2;2;1;5;2;1;2;1;5;1;1;2;5;5;5;72;20480;35;580;3;90;1250000;14;91;Keldeo;;647;129;90;108;water;fighting;485;5;1
['Serene Grace'];2;2;1;1;1;1;1;1;0;1;1;1;1;1;5;1;1;1;128;30720;100;600;3;90;1250000;6;100;Meloetta;;648;77;77;128;normal;psychic;65;5;1
['Download'];5;1;5;1;5;1;4;1;1;25;1;5;5;0;5;1;5;1;120;30720;0;600;3;95;1250000;15;71;Genesect;;649;120;95;99;bug;steel;825;5;1
['Overgrow', 'Bulletproof'];2;1;1;5;1;1;2;2;1;5;5;2;1;2;1;1;1;5;61;5120;70;313;45;65;1059860;4;56;Chespin;881;650;48;45;38;grass;;90;6;0
['Overgrow', 'Bulletproof'];2;1;1;5;1;1;2;2;1;5;5;2;1;2;1;1;1;5;78;5120;70;405;45;95;1059860;7;61;Quilladin;881;651;56;58;57;grass;;290;6;0
['Overgrow', 'Bulletproof'];1;5;1;5;2;1;2;4;1;5;5;2;1;2;2;5;1;5;107;5120;70;530;45;122;1059860;16;88;Chesnaught;881;652;74;75;64;grass;fighting;900;6;0
['Blaze', 'Magician'];5;1;1;1;5;1;5;1;1;5;2;5;1;1;1;2;5;2;45;5120;70;307;45;40;1059860;4;40;Fennekin;881;653;62;60;60;fire;;94;6;0
['Blaze', 'Magician'];5;1;1;1;5;1;5;1;1;5;2;5;1;1;1;2;5;2;59;5120;70;409;45;58;1059860;10;59;Braixen;881;654;90;70;73;fire;;145;6;0
['Blaze', 'Magician'];1;2;1;1;5;5;5;1;2;5;2;5;1;1;5;2;5;2;69;5120;70;534;45;72;1059860;15;75;Delphox;881;655;114;100;104;fire;psychic;390;6;0
['Torrent', 'Protean'];1;1;1;2;1;1;5;1;1;2;1;5;1;1;1;1;5;5;56;5120;70;314;45;40;1059860;3;41;Froakie;881;656;62;44;71;water;;70;6;0
['Torrent', 'Protean'];1;1;1;2;1;1;5;1;1;2;1;5;1;1;1;1;5;5;63;5120;70;405;45;52;1059860;6;54;Frogadier;881;657;83;56;97;water;;109;6;0
