id;name;classification;rank;generation;regional_variant;form_variant;gmax;stage;height;weight;evolves_from;type1;type2;hp;atk;def;spatk;spdef;speed;abilities;desc
81;magnemite;Magnet Pokémon;ordinary;generation-i;;;;one;3;60;nothing;electric;steel;25;35;70;95;55;45;magnet-pull sturdy analytic;Uses anti-gravity to stay suspended. Appears without warning and uses THUNDER WAVE and similar moves.
82;magneton;Magnet Pokémon;ordinary;generation-i;;;;two;10;600;magnemite;electric;steel;50;60;95;120;70;70;magnet-pull sturdy analytic;Formed by several MAGNEMITEs linked together. They frequently appear when sunspots flare up.
83;farfetchd;Wild Duck Pokémon;ordinary;generation-i;;;;one;8;150;nothing;normal;flying;52;90;55;58;62;60;keen-eye inner-focus defiant;The sprig of green onions it holds is its weapon. It is used much like a metal sword.
83;farfetchd;Wild Duck Pokémon;ordinary;generation-vii;galarian;;;one;8;420;nothing;fighting;none;52;95;55;58;62;55;steadfast scrappy;They use a plant stalk as a weapon, but not all of them use it in the same way. Several distinct styles of stalk fighting have been observed. The stalk this Pokémon carries in its wings serves as a sword to cut down opponents. In a dire situation, the stalk can also serve as food.
84;doduo;Twin Bird Pokémon;ordinary;generation-i;;;;one;14;392;nothing;normal;flying;35;85;45;35;35;75;run-away early-bird tangled-feet;A bird that makes up for its poor flying with its fast foot speed. Leaves giant footprints.
85;dodrio;Triple Bird Pokémon;ordinary;generation-i;;;;final;18;852;doduo;normal;flying;60;110;70;60;60;110;run-away early-bird tangled-feet;Uses its three brains to execute complex plans. While two heads sleep, one head stays awake.
86;seel;Sea Lion Pokémon;ordinary;generation-i;;;;one;11;900;nothing;water;none;65;45;55;45;70;45;thick-fat hydration ice-body;The protruding horn on its head is very hard. It is used for bashing through thick ice.
87;dewgong;Sea Lion Pokémon;ordinary;generation-i;;;;final;17;1200;seel;water;ice;90;70;80;70;95;70;thick-fat hydration ice-body;Stores thermal energy in its body. Swims at a steady 8 knots even in intensely cold waters.
88;grimer;Sludge Pokémon;ordinary;generation-i;;;;one;9;300;nothing;poison;none;80;80;50;40;50;25;stench sticky-hold poison-touch;Appears in filthy areas. Thrives by sucking up polluted sludge that is pumped out of factories.
88;grimer;Sludge Pokémon;ordinary;generation-vi;alolan;;;one;7;420;nothing;poison;dark;80;80;50;40;50;25;poison-touch gluttony power-of-alchemy;The wastewater coming from factories is clean these days, so Grimer have nothing to eat. They’re said to be on the verge of extinction. Its main source of food is the slimy industrial waste of factories. This Pokémon’s numbers have been decreasing in recent years. There are a hundred or so of them living in Alola’s waste-disposal site. They’re all hard workers who eat a lot of trash.
89;muk;Sludge Pokémon;ordinary;generation-vi;alolan;;;final;10;520;grimer;poison;dark;105;105;75;65;100;50;poison-touch gluttony power-of-alchemy;After recent environmental improvements, this Pokémon is now hardly seen at all. People speculate that it may go extinct at some point. While it’s unexpectedly quiet and friendly, if it’s not fed any trash for a while, it will smash its Trainer’s furnishings and eat up the fragments. There are over a hundred kinds of poison inside its body. Chemical reactions between different poisons are the source of its vitality.
89;muk;Sludge Pokémon;ordinary;generation-i;;;;final;12;300;grimer;poison;none;105;105;75;65;100;50;stench sticky-hold poison-touch;Thickly covered with a filthy, vile sludge. It is so toxic, even its footprints contain poison.
90;shellder;Bivalve Pokémon;ordinary;generation-i;;;;one;3;40;nothing;water;none;30;65;100;45;25;40;shell-armor skill-link overcoat;Its hard shell repels any kind of attack. It is vulnerable only when its shell is open.
91;cloyster;Bivalve Pokémon;ordinary;generation-i;;;;final;15;1325;shellder;water;ice;50;95;180;85;45;70;shell-armor skill-link overcoat;When attacked, it launches its horns in quick volleys. Its innards have never been seen.
92;gastly;Gas Pokémon;ordinary;generation-i;;;;one;13;1;nothing;ghost;poison;30;35;30;100;35;80;levitate;Almost invisible, this gaseous POKéMON cloaks the target and puts it to sleep without notice.
93;haunter;Gas Pokémon;ordinary;generation-i;;;;two;16;1;gastly;ghost;poison;45;50;45;115;55;95;levitate;Because of its ability to slip through block walls, it is said to be from an­ other dimension.
94;gengar;Shadow Pokémon;mega-evolution;generation-vi;;;;final;15;405;gengar;ghost;poison;60;65;60;130;75;110;shadow-tag;It apparently wishes for a traveling companion. Since it was once human itself, it tries to create one by taking the lives of other humans. The energy of Mega Evolution awakened it. It sinks into another dimension, where it keeps a patient watch for its chance to attack.
94;gengar;Shadow Pokémon;ordinary;generation-i;;;;final;15;405;haunter;ghost;poison;60;65;60;130;75;110;cursed-body;Under a full moon, this POKéMON likes to mimic the shadows of people and laugh at their fright.
94;gengar;Shadow Pokémon;mega-evolution;generation-viii;;;TRUE;final;15;100000;gengar;;poison;60;65;60;130;75;110;cursed-body;Under a full moon, this POKéMON likes to mimic the shadows of people and laugh at their fright.
95;onix;Rock Snake Pokémon;ordinary;generation-i;;;;one;88;2100;nothing;rock;ground;35;45;160;30;45;70;rock-head sturdy weak-armor;As it grows, the stone portions of its body harden to become similar to a diamond, but colored black.
96;drowzee;Hypnosis Pokémon;ordinary;generation-i;;;;one;10;324;nothing;psychic;none;60;48;45;43;90;42;insomnia forewarn inner-focus;Puts enemies to sleep then eats their dreams. Occasionally gets sick from eating bad dreams.
97;hypno;Hypnosis Pokémon;ordinary;generation-i;;;;final;16;756;drowzee;psychic;none;85;73;70;73;115;67;insomnia forewarn inner-focus;When it locks eyes with an enemy, it will use a mix of PSI moves such as HYPNOSIS and CONFUSION.
98;krabby;River Crab Pokémon;ordinary;generation-i;;;;one;4;65;nothing;water;none;30;105;90;25;25;50;hyper-cutter shell-armor sheer-force;Its pincers are not only powerful weapons, they are used for balance when walking sideways.
99;kingler;Pincer Pokémon;ordinary;generation-i;;;;final;13;600;krabby;water;none;55;130;115;50;50;75;hyper-cutter shell-armor sheer-force;The large pincer has 10000 hp of crushing power. However, its huge size makes it unwieldy to use.
99;kingler;Pincer Pokémon;ordinary;generation-viii;;;TRUE;final;13;100000;kingler;water;none;55;130;115;50;50;75;hyper-cutter shell-armor sheer-force;The large pincer has 10000 hp of crushing power. However, its huge size makes it unwieldy to use.
100;voltorb;Sphere Pokémon;ordinary;generation-vii;hisuian ;;;one;5;104;nothing;electric;grass;40;30;50;55;55;100;soundproof static aftermath;It looks just like a Poké Ball. It is dangerous because it may electrocute or explode on touch. An enigmatic Pokémon that happens to bear a resemblance to a Poké Ball. When excited, it discharges the electric current it has stored in its belly, then lets out a great, uproarious laugh.
100;voltorb;Ball Pokémon;ordinary;generation-i;;;;one;5;104;nothing;electric;none;40;30;50;55;55;100;soundproof static aftermath;Usually found in power plants. Easily mistaken for a POKé BALL, they have zapped many people.
101;electrode;Sphere Pokémon;ordinary;generation-vii;hisuian ;;;final;12;666;voltorb;electric;grass;60;50;70;80;80;150;soundproof static aftermath;It is known to drift on winds if it is bloated to bursting with stored electricity. The tissue on the surface of its body is curiously similar in composition to an Apricorn. When irritated, this Pokémon lets loose an electric current equal to 20 lightning bolts.
101;electrode;Ball Pokémon;ordinary;generation-i;;;;final;12;666;voltorb;electric;none;60;50;70;80;80;150;soundproof static aftermath;It stores electric energy under very high pressure. It often explodes with little or no provocation.
102;exeggcute;Egg Pokémon;ordinary;generation-i;;;;one;4;25;nothing;grass;psychic;60;40;80;60;45;40;chlorophyll harvest;Often mistaken for eggs. When disturbed, they quickly gather and attack in swarms.
103;exeggutor;Coconut Pokémon;ordinary;generation-i;;;;final;20;1200;exeggcute;grass;psychic;95;95;85;125;75;55;chlorophyll harvest;Legend has it that on rare occasions, one of its heads will drop off and continue on as an EXEGGCUTE.
103;exeggutor;Coconut Pokémon;ordinary;generation-vi;alola;;;final;109;4516;exeggcute;grass;dragon;95;105;85;125;75;45;frisk harvest;This Pokémon's psychic powers aren't as strong as they once were. The head on this Exeggutor's tail scans surrounding areas with weak telepathy. Blazing sunlight has brought out the true form and powers of this Pokémon.
104;cubone;Lonely Pokémon;ordinary;generation-i;;;;one;4;65;nothing;ground;none;50;50;95;40;50;35;rock-head lightning-rod battle-armor;Because it never removes its skull helmet, no one has ever seen this POKéMON's real face.
105;marowak;Bone Keeper Pokémon;ordinary;generation-i;;;;final;10;450;cubone;ground;none;60;80;110;50;80;45;rock-head lightning-rod battle-armor;The bone it holds is its key weapon. It throws the bone skillfully like a boomerang to KO targets.
105;marowak;Bone Keeper Pokémon;ordinary;generation-vi;alolan;;;final;10;400;cubone;fire;ghost;60;80;110;50;80;45;cursed-body lightning-rod rock-head;The cursed flames that light up the bone carried by this Pokémon are said to cause both mental and physical pain that will never fade. This Pokémon sets the bone it holds on fire and dances through the night as a way to mourn its fallen allies.
106;hitmonlee;Kicking Pokémon;ordinary;generation-i;;;;final;15;498;tyrogue;fighting;none;50;120;53;35;110;87;limber reckless unburden;When in a hurry, its legs lengthen progressively. It runs smoothly with extra long, loping strides.
107;hitmonchan;Punching Pokémon;ordinary;generation-i;;;;final;14;502;tyrogue;fighting;none;50;105;79;35;110;76;keen-eye iron-fist inner-focus;While apparently doing nothing, it fires punches in lightning fast volleys that are impossible to see.
108;lickitung;Licking Pokémon;ordinary;generation-i;;;;final;12;655;nothing;normal;none;90;55;75;60;75;30;own-tempo oblivious cloud-nine;Its tongue can be extended like a chameleon's. It leaves a tingling sensation when it licks enemies.
109;koffing;Poison Gas Pokémon;ordinary;generation-i;;;;one;6;10;nothing;poison;none;40;65;95;60;45;35;levitate neutralizing-gas stench;Because it stores several kinds of toxic gases in its body, it is prone to exploding without warning.
110;weezing;Poison Gas Pokémon;ordinary;generation-i;;;;final;12;95;koffing;poison;none;65;90;120;85;70;60;levitate neutralizing-gas stench;Where two kinds of poison gases meet, 2 KOFFINGs can fuse into a WEEZING over many years.
111;rhyhorn;Spikes Pokémon;ordinary;generation-i;;;;one;10;1150;nothing;ground;rock;80;85;95;30;30;25;lightning-rod rock-head reckless;A POKéMON with a one-track mind. Once it charges, it won't stop running until it falls asleep.
112;rhydon;Drill Pokémon;ordinary;generation-i;;;;final;19;1200;rhyhorn;ground;rock;105;130;120;45;45;40;lightning-rod rock-head reckless;Protected by an armor-like hide, it is capable of living in molten lava of 3,600 degrees.
113;chansey;Egg Pokémon;ordinary;generation-i;;;;one;11;346;happiny;normal;none;250;5;5;35;105;50;natural-cure serene-grace healer;A rare and elusive POKéMON that is said to bring happiness to those who manage to get it.
114;tangela;Vine Pokémon;ordinary;generation-i;;;;one;10;350;nothing;grass;none;65;55;115;100;40;60;chlorophyll leaf-guard regenerator;The whole body is swathed with wide vines that are similar to sea­ weed. Its vines shake as it walks.
115;kangaskhan;Parent Pokémon;ordinary;generation-i;;;;final;22;800;nothing;normal;none;105;95;80;40;80;90;early-bird scrappy inner-focus;The infant rarely ventures out of its mother's protective pouch until it is 3 years old.
115;kangaskhan;Parent Pokémon;mega-evolution;generation-vi;;;;final;22;1000;kangaskhan;normal;none;105;125;100;60;100;100;scrappy;The infant rarely ventures out of its mother's protective pouch until it is 3 years old.
116;horsea;Dragon Pokémon;ordinary;generation-i;;;;one;4;80;nothing;water;none;30;40;70;70;25;60;swift-swim sniper damp;Known to shoot down flying bugs with precision blasts of ink from the surface of the water.
117;seadra;Dragon Pokémon;ordinary;generation-i;;;;two;12;250;horsea;water;none;55;65;95;95;45;85;poison-point sniper damp;Capable of swim­ ming backwards by rapidly flapping its wing-like pectoral fins and stout tail.
118;goldeen;Goldfish Pokémon;ordinary;generation-i;;;;one;6;150;nothing;water;none;45;67;60;35;50;63;swift-swim water-veil lightning-rod;Its tail fin billows like an elegant ballroom dress, giving it the nickname of the Water Queen.
119;seaking;Goldfish Pokémon;ordinary;generation-i;;;;final;13;390;goldeen;water;none;80;92;65;65;80;68;swift-swim water-veil lightning-rod;In the autumn spawning season, they can be seen swimming powerfully up rivers and creeks.
120;staryu;Starshape Pokémon;ordinary;generation-i;;;;one;8;345;nothing;water;none;30;45;55;70;55;85;illuminate natural-cure analytic;If its body is torn, it can grow back if the red core remains. The core flashes at midnight.
121;starmie;Mysterious Pokémon;ordinary;generation-i;;;;final;11;800;staryu;water;psychic;60;75;85;100;85;115;illuminate natural-cure analytic;Its central core glows with the seven colors of the rainbow. Some people value the core as a gem.
122;mr-mime;Barrier Pokémon;ordinary;generation-i;;;;two;13;545;mime-jr;psychic;fairy;40;45;65;100;120;90;soundproof filter technician;If interrupted while it is miming, it will slap around the offender with its broad hands.
